,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액
18674,2301710,PAYMENT,3739,208856,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 30개 프로젝트로 배우는 프론트엔드 with React,2022. 11. 27. 오후 6:11:06,[WELCOME] 온라인 강의 2만원 할인,228000,POINT,208000,20000,208000,-
8563,2348415,PAYMENT,3739,203525,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 한 번에 끝내는 Java/Spring 웹 개발 마스터,2022. 12. 14. 오후 8:12:04,[WELCOME] 프로그래밍 3만원할인,241000,CARD,211000,30000,211000,-
12307,2334271,PAYMENT,3930,213450,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 35개 프로젝트로 배우는 Android 앱 개발 feat. Jetpack Compose,2022. 12. 9. 오전 10:12:47,-,159000,CARD,159000,-,159000,-
127410,1700779,PAYMENT,3930,203535,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 한번에 끝내는 PPT 제작/디자인,2022. 2. 28. 오후 7:02:40,-,145000,CARD,145000,-,145000,-
262,2413057,PAYMENT,3930,211857,FASTCAMPUS,올인원,데이터 사이언스,초격차 패키지 : 딥러닝·인공지능 Signature,2022. 12. 31. 오후 10:12:17,[WELCOME] 데이터사이언스 3만원할인,255000,TRANS,225000,30000,225000,-
116197,1761698,PAYMENT,3930,206742,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 클라우드를 활용한 데이터 파이프라인 구축,2022. 3. 31. 오후 2:03:08,-,450000,TRANSFER,420000,-,420000,-
138597,1648763,PAYMENT,3930,207343,FASTCAMPUS,올인원,프로그래밍,올인원 패키지 : 스프링의 정석 : 남궁성과 끝까지 간다,2022. 2. 6. 오후 9:02:52,-,275000,CARD,275000,-,275000,-
104040,1830676,PAYMENT,3930,203525,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 한 번에 끝내는 Java/Spring 웹 개발 마스터,2022. 5. 3. 오후 7:05:13,[5월 쿠폰]온라인 강의 2만원 할인,234000,CARD,214000,20000,214000,-
95907,1880039,PAYMENT,3930,203523,FASTCAMPUS,올인원,디자인,초격차 패키지 : 한번에 끝내는 UX/UI 디자인,2022. 5. 31. 오후 9:05:25,[신규가입자는 쿠폰 더!]온라인 강의 3만원 할인,257000,POINT,227000,30000,227000,-
83833,1949501,PAYMENT,3930,211087,FASTCAMPUS,올인원,프로그래밍, 초격차 패키지 : 한 번에 끝내는 서비스 기획의 모든 것,2022. 6. 30. 오후 9:06:45,[프로그래밍] 3만원할인,169000,CARD,139000,30000,139000,-
23952,2270351,PAYMENT,3930,208213,FASTCAMPUS,올인원,부업/창업,150만 원으로 월 천만 원 도전하는 액세서리 스마트스토어 부업,2022. 11. 13. 오후 11:11:20,-,162000,CARD,162000,-,162000,-
140959,1636709,PAYMENT,3930,203523,FASTCAMPUS,올인원,디자인,초격차 패키지 : 한번에 끝내는 UX/UI 디자인,2022. 2. 2. 오후 4:02:50,[WELCOME] 2월이니까 2만원 할인,252000,CARD,232000,20000,232000,-
156740,1559619,REFUND,4276,202547,FASTCAMPUS,올인원,부동산/금융,올인원 패키지 : Financial Modeling,2022. 1. 4. 오전 10:01:24,-,214000,CARD,-214000,-,-,-214000
101848,1843502,PAYMENT,4276,205747,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 한 번에 끝내는 React의 모든 것,2022. 5. 10. 오전 11:05:10,-,240000,TRANSFER,240000,-,240000,-
29505,2239876,PAYMENT,4276,203499,FASTCAMPUS,올인원,업무 생산성,올인원 패키지 : 100억을 움직이는 단 10장의 PPT,2022. 10. 31. 오전 1:10:17,-,303000,CARD,303000,-,303000,-
104579,1828461,PAYMENT,4276,210504,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 왕초보를 위한 한 번에 끝내는 iOS 앱 개발 바이블,2022. 5. 2. 오후 8:05:49,[프로모션] 4월 100% 페이백 이벤트,191000,CARD,20000,171000,20000,-
86283,1936528,PAYMENT,4276,206331,FASTCAMPUS,올인원,데이터 사이언스,초격차 패키지 : 한 번에 끝내는 딥러닝/인공지능,2022. 6. 26. 오후 7:06:46,[데이터사이언스] 3만원할인,245000,CARD,215000,30000,215000,-
106379,1820320,PAYMENT,4276,205548,FASTCAMPUS,올인원,데이터 사이언스,초격차 패키지 : 한 번에 끝내는 데이터 분석,2022. 4. 29. 오전 11:04:05,-,174000,POINT,174000,-,174000,-
34184,2215121,PAYMENT,4357,211492,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 프론트엔드 웹 개발의 모든 것 (시그니처),2022. 10. 18. 오전 10:10:22,[40% 할인 쿠폰] 시그니처 패키지 : 프론트엔드 로드맵 마스터 40% 할인 쿠폰,205000,CARD,123000,82000,123000,-
120266,1739322,PAYMENT,4357,202521,FASTCAMPUS,올인원,영상/3D,올인원 패키지 : 다빈치리졸브로 배우는 영상 색 보정 A to Z,2022. 3. 19. 오후 8:03:13,-,156000,CARD,156000,-,156000,-
104387,1829259,PAYMENT,4357,210323,FASTCAMPUS,올인원,일러스트,초격차 패키지 : 4인4색 노하우로 승인받는 나만의 첫 이모티콘,2022. 5. 3. 오전 4:05:10,[신규가입자는 쿠폰 더!]온라인 강의 3만원 할인,186000,CARD,156000,30000,156000,-
8165,2353778,PAYMENT,4357,212599,FASTCAMPUS,올인원,일러스트,네오아카데미 : 까나의 초보자를 위한 SD 미니 캐릭터 그리기,2022. 12. 16. 오전 2:12:15,[WELCOME] 디자인 3만원할인,162000,POINT,132000,30000,132000,-
16259,2314449,PAYMENT,4357,211323,FASTCAMPUS,올인원,일러스트,리코더팩토리와 함께하는 나만의 첫 캐릭터와 브랜드,2022. 12. 1. 오전 11:12:08,[WELCOME] 디자인 3만원할인,191000,POINT,161000,30000,161000,-
100973,1849030,PAYMENT,4357,203655,FASTCAMPUS,올인원,부동산/금융,올인원 패키지 : 권오상의 금융 아카데미 - 권오상의 재무제표 분석 심화 (수강시간 제한),2022. 5. 13. 오전 10:05:40,-,357000,CARD,357000,-,357000,-
111982,1782510,REFUND,4435,209115,FASTCAMPUS,올인원,마케팅,김동원의 저예산 마케팅을 위한 검색 광고 최적화 -SEO/SEM마스터,2022. 4. 11. 오전 10:04:05,-,157000,CARD,-157000,-,-,-157000
27157,2253218,PAYMENT,4435,211492,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 프론트엔드 웹 개발의 모든 것 (시그니처),2022. 11. 5. 오후 2:11:04,-,211000,CARD,211000,-,211000,-
17661,2306459,PAYMENT,4435,202927,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 파이썬을 활용한 데이터 전처리 Level UP,2022. 11. 29. 오전 11:11:59,-,177000,CARD,177000,-,177000,-
9589,2343228,PAYMENT,4435,213919,FASTCAMPUS,올인원,프로그래밍, 올인원 패키지 : 차근차근 따라하는 수익형 웹 사이트 만들기,2022. 12. 13. 오전 12:12:00,-,83000,TRANS,83000,-,83000,-
94061,1890399,PAYMENT,4435,205457,FASTCAMPUS,올인원,영상/3D,초격차 패키지 : 게임 캐릭터 모델링의 모든 것,2022. 6. 6. 오후 7:06:24,[영상/3D] 3만원할인,264000,TRANS,234000,30000,234000,-
96841,1876030,PAYMENT,4435,208963,FASTCAMPUS,올인원,프로그래밍,초격차 패키지: Kubernetes와 Docker로 한 번에 끝내는 컨테이너 기반 MSA,2022. 5. 30. 오전 10:05:00,-,317000,TRANSFER,317000,-,317000,-
116084,1762174,PAYMENT,4435,208104,FASTCAMPUS,올인원,업무 생산성,올인원 패키지 : 100억을 움직이는 50가지 PPT 디자인 원칙,2022. 3. 31. 오후 6:03:06,-,290000,POINT,290000,-,290000,-
59462,2082213,PAYMENT,4473,212254,FASTCAMPUS,올인원,부동산/금융,[2022] 올인원 패키지 : 재무/세무 회계 실무 완성,2022. 8. 24. 오후 2:08:39,[WELCOME] 온라인 강의 3만원 할인,153000,CARD,123000,30000,123000,-
92370,1900552,PAYMENT,4473,203523,FASTCAMPUS,올인원,디자인,초격차 패키지 : 한번에 끝내는 UX/UI 디자인,2022. 6. 10. 오전 12:06:52,[디자인] 3만원할인,258000,CARD,228000,30000,228000,-
101518,1845270,PAYMENT,4473,205949,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 30개 프로젝트로 배우는 iOS 앱 개발 with Swift,2022. 5. 11. 오후 12:05:17,-,192000,CARD,192000,-,192000,-
7501,2360543,PAYMENT,4473,212717,FASTCAMPUS,올인원,마케팅,초격차 패키지: 한 번에 끝내는 동화책 제작,2022. 12. 18. 오후 1:12:48,[WELCOME] 마케팅 3만원할인,158000,CARD,128000,30000,128000,-
58911,2085708,PAYMENT,4473,211727,FASTCAMPUS,올인원,부동산/금융,초격차 패키지 : 한 번에 끝내는 퀀트(금융공학) 실무,2022. 8. 25. 오후 8:08:54,-,263000,CARD,263000,-,263000,-
60698,2076143,PAYMENT,4473,211727,FASTCAMPUS,올인원,부동산/금융,초격차 패키지 : 한 번에 끝내는 퀀트(금융공학) 실무,2022. 8. 22. 오전 1:08:35,-,263000,POINT,263000,-,263000,-
18217,2303385,REFUND,4562,213683,FASTCAMPUS,올인원,업무 생산성,올인원 패키지 : 6개월 치 업무를 하루 만에 끝내는 업무자동화 2,2022. 11. 28. 오전 11:11:36,-,102000,CARD,-102000,-,-,-102000
39345,2190990,PAYMENT,4562,203078,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 딥러닝을 활용한 추천시스템 구현,2022. 10. 6. 오전 9:10:31,-,225000,CARD,225000,-,225000,-
80603,1966948,PAYMENT,4562,210565,FASTCAMPUS,올인원,데이터 사이언스,초격차 패키지 : 한 번에 끝내는 컴퓨터비전,2022. 7. 7. 오후 4:07:48,-,329000,VBANK,329000,-,329000,-
68554,2032711,PAYMENT,4562,206356,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 세계 3등에게 배우는 실무 밀착 데이터 시각화,2022. 8. 1. 오후 11:08:09,[WELCOME] 온라인 강의 3만원 할인,185000,POINT,155000,30000,155000,-
78312,1979227,PAYMENT,4562,211368,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 10개 프로젝트로 완성하는 백엔드 웹개발(Java/Spring),2022. 7. 12. 오전 7:07:07,-,191000,POINT,191000,-,191000,-
122866,1724796,PAYMENT,4562,205457,FASTCAMPUS,올인원,영상/3D,초격차 패키지 : 게임 캐릭터 모델링의 모든 것,2022. 3. 11. 오후 6:03:10,[프로모션] 2월 반값특가 이벤트,261000,POINT,130500,130500,130500,-
130436,1684643,PAYMENT,4855,203498,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 한 번에 끝내는 엑셀 실무,2022. 2. 22. 오전 10:02:09,[무료수강권] AOP 수강권_이동근 PD님,140000,PROMOTION,0,140000,0,-
115408,1765592,PAYMENT,4855,210510,FASTCAMPUS,올인원,영상/3D,편집하는여자의 영상편집 마스터클래스 - 제 4강 애프터이펙트 베이직,2022. 4. 1. 오후 6:04:13,[편집녀's 편집샵] 편집녀 마스터클래스 제 4강 3만 원 할인 쿠폰,149000,CARD,119000,30000,119000,-
4896,2377316,PAYMENT,4855,209522,FASTCAMPUS,올인원,데이터 사이언스,초격차 패키지 : 한 번에 끝내는 빅데이터처리 with Spark&Hadoop,2022. 12. 22. 오후 6:12:28,-,378000,CARD,378000,-,378000,-
94238,1889995,PAYMENT,4855,206720,FASTCAMPUS,올인원,영상/3D,용호수의 돈 버는 실전 영상 제작,2022. 6. 6. 오후 2:06:31,[프로모션] 5월 1+1 이벤트,206000,PROMOTION,0,245000,0,-
151940,1577810,PAYMENT,4855,208732,FASTCAMPUS,올인원,프로그래밍,모두를 위한 앱 개발 : Android 앱 개발의 정석 with Kotlin,2022. 1. 8. 오후 11:01:35,[WELCOME] 처음이라면 누구나 프로그래밍 5만원 할인,205000,CARD,155000,50000,155000,-
125835,1708218,PAYMENT,4855,207161,FASTCAMPUS,올인원,영상/3D,편집하는여자의 영상편집 마스터클래스 - 제 3강 디테일한 이펙트로 완성하는 프리미어,2022. 3. 3. 오후 8:03:17,[프로모션] 2월 1+1 수강권 이벤트,189000,CARD,20000,169000,20000,-
32878,2221430,REFUND,4898,210563,FASTCAMPUS,올인원,업무 생산성,초격차 패키지: 한 번에 끝내는 비즈니스 영어,2022. 10. 21. 오후 3:10:29,-,202000,CARD,-202000,-,-,-202000
129459,1692301,PAYMENT,4898,203529,FASTCAMPUS,올인원,업무 생산성,올인원 패키지 : 6개월 치 업무를 하루 만에 끝내는 업무자동화,2022. 2. 25. 오전 10:02:27,-,165000,CARD,165000,-,165000,-
132313,1671009,PAYMENT,4898,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022. 2. 15. 오후 9:02:23,-,117000,CARD,117000,-,117000,-
75980,1993395,PAYMENT,4898,211368,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 10개 프로젝트로 완성하는 백엔드 웹개발(Java/Spring),2022. 7. 18. 오후 12:07:56,[프로모션] 6월 1+1 이벤트,191000,PROMOTION,0,193000,0,-
42988,2175431,PAYMENT,4898,211867,FASTCAMPUS,올인원,데이터 사이언스,초격차 패키지 : 33개 프로젝트로 완성하는 컴퓨터비전 딥러닝 심화 과정,2022. 9. 29. 오후 9:09:19,-,313000,CARD,313000,-,313000,-
47878,2145431,PAYMENT,4898,211346,FASTCAMPUS,올인원,마케팅,"초격차 패키지: GA4 탑재, 2023년 구글 애널리틱스 완전 정복",2022. 9. 16. 오전 11:09:02,[WELCOME] 온라인 강의 3만원 할인,191000,CARD,161000,30000,161000,-
43659,2170885,PAYMENT,4991,213244,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 30개 사례로 배우는 Anomaly Detection 알고리즘 구현과 실전 프로젝트,2022. 9. 28. 오전 11:09:46,-,200000,CARD,200000,-,200000,-
112877,1777814,PAYMENT,4991,202609,FASTCAMPUS,올인원,프로그래밍,올인원 패키지 : 누구나 가능한 VR/AR 콘텐츠 제작,2022. 4. 8. 오전 9:04:05,[프로모션] 3월 1+1 수강권 이벤트,165000,POINT,72500,92500,72500,-
116870,1759020,PAYMENT,4991,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022. 3. 30. 오후 2:03:10,[WELCOME] 3월이니까? 3만원 할인!,158000,CARD,128000,30000,128000,-
113731,1773233,PAYMENT,4991,202929,FASTCAMPUS,RED,데이터 사이언스,The RED : 데이터 사이언티스트 하용호,2022. 4. 5. 오후 10:04:31,[4월이니까? 총 4만원 할인쿠폰] The RED 강의 2만원 할인쿠폰,217000,CARD,197000,20000,197000,-
10818,2339390,PAYMENT,4991,213200,FASTCAMPUS,올인원,마케팅,"CLASS : 유성민의 GA4, 12시간만에 끝장내기",2022. 12. 11. 오후 6:12:09,-,126000,CARD,126000,-,126000,-
88408,1923475,PAYMENT,4991,211727,FASTCAMPUS,올인원,부동산/금융,초격차 패키지 : 한 번에 끝내는 퀀트(금융공학) 실무,2022. 6. 21. 오전 9:06:56,[20% 할인쿠폰] 초격차 패키지 : 한 번에 끝내는 퀀트(금융공학) 실무,244000,POINT,195200,48800,195200,-
118318,1752104,PAYMENT,5237,203942,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 30개 프로젝트로 배우는 Android 앱 개발 with Kotlin,2022. 3. 26. 오후 1:03:11,-,217000,CARD,217000,-,217000,-
149852,1586692,PAYMENT,5237,202613,FASTCAMPUS,올인원,프로그래밍,올인원 패키지 : 네트워크와 보안 핵심 요약,2022. 1. 11. 오후 10:01:14,-,170000,CARD,170000,-,170000,-
114312,1770897,PAYMENT,5237,207779,FASTCAMPUS,올인원,영상/3D,히어로부터 크리쳐까지: 어벤져스 모델러의 Zbrush 모델링,2022. 4. 4. 오후 6:04:05,[프로모션] 3월 1+1 수강권 이벤트,246000,CARD,66000,180000,66000,-
27331,2252202,PAYMENT,5237,213723,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : Solidity로 시작하는 이더리움(EVM) 기반 블록체인 개발 A to Z,2022. 11. 4. 오후 6:11:55,[30% 할인쿠폰] 초격차 패키지 : Solidity로 시작하는 이더리움(EVM) 기반 블록체인 개발  A to Z,286000,CARD,200200,85800,200200,-
55222,2107304,PAYMENT,5237,208104,FASTCAMPUS,올인원,업무 생산성,올인원 패키지 : 100억을 움직이는 50가지 PPT 디자인 원칙,2022. 9. 1. 오전 8:09:40,-,180000,CARD,180000,-,180000,-
18221,2303372,PAYMENT,5237,210127,FASTCAMPUS,올인원,프로그래밍,올인원 패키지 : 김민태의 프론트엔드 아카데미 : 제 3강 시나리오로 배우는 프론트엔드 실무,2022. 11. 28. 오전 11:11:41,[72시간 한정] 온라인 강의 3만원 즉시할인 깜짝 쿠폰,164000,CARD,134000,30000,134000,-
21564,2281567,PAYMENT,5270,209720,FASTCAMPUS,올인원,부동산/금융,글로벌 탑티어 헤지펀드의 미국 기업 분석 및 투자 전략 with Stephen Clapham,2022. 11. 18. 오후 11:11:29,[프로모션] 10월 1+1 쿠폰 이벤트,243000,PROMOTION,0,328000,0,-
5202,2374849,PAYMENT,5270,211346,FASTCAMPUS,올인원,마케팅,"초격차 패키지: GA4 탑재, 2023년 구글 애널리틱스 완전 정복",2022. 12. 22. 오전 2:12:56,[WELCOME] 마케팅 3만원할인,194000,POINT,164000,30000,164000,-
45682,2157394,PAYMENT,5270,208854,FASTCAMPUS,RED,업무 생산성,The RED : YouTube 프로덕트 매니저 다니엘의 PM 101,2022. 9. 22. 오전 9:09:08,-,239000,CARD,239000,-,239000,-
130584,1683765,PAYMENT,5270,207161,FASTCAMPUS,올인원,영상/3D,편집하는여자의 영상편집 마스터클래스 - 제 3강 디테일한 이펙트로 완성하는 프리미어,2022. 2. 21. 오후 8:02:39,-,329000,CARD,329000,-,329000,-
142173,1632026,PAYMENT,5270,206060,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 한 번에 끝내는 컴퓨터 공학 전공필수 & 인공지능 심화,2022. 1. 31. 오후 12:01:27,-,222000,CARD,222000,-,222000,-
118764,1748469,PAYMENT,5270,203525,FASTCAMPUS,올인원,프로그래밍,초격차 패키지 : 한 번에 끝내는 Java/Spring 웹 개발 마스터,2022. 3. 24. 오후 7:03:14,-,232000,CARD,232000,-,232000,-
32063,2224557,PAYMENT,5303,211798,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 딥러닝/머신러닝을 활용한 시계열 데이터 분석,2022. 10. 23. 오후 10:10:24,-,205000,CARD,205000,-,205000,-
132199,1672256,PAYMENT,5303,207728,FASTCAMPUS,올인원,영상/3D,애프터 이펙트 하나로 디자이너처럼 만드는 모션그래픽,2022. 2. 16. 오후 1:02:15,crm 검수용 쿠폰 aop,175000,PROMOTION,0,175000,0,-
117221,1757267,PAYMENT,5303,202418,FASTCAMPUS,올인원,디자인,올인원 패키지 : 타이포그래피와 편집디자인,2022. 3. 29. 오후 4:03:40,[WELCOME] 3월이니까? 3만원 할인!,160000,CARD,130000,30000,130000,-
35796,2205906,PAYMENT,5303,210512,FASTCAMPUS,올인원,마케팅,초격차 패키지 : 9 in 1 직장인 글쓰기 필수 스킬 : 보고서부터 카피라이팅까지,2022. 10. 13. 오전 2:10:31,[프로모션] 9월 100% 페이백 이벤트,174000,PROMOTION,0,200000,0,-
109544,1795445,PAYMENT,5303,205864,FASTCAMPUS,올인원,프로그래밍,코딩 왕초보를 위한 앱 만들기 풀 패키지,2022. 4. 17. 오후 8:04:11,[4월이니까? 총 4만원 할인쿠폰] 온라인 강의 2만원 할인쿠폰,187000,POINT,167000,20000,167000,-
101575,1844999,REFUND,5303,205743,FASTCAMPUS,올인원,부동산/금융,초격차 패키지 : 한번에 끝내는 재무세무회계 ,2022. 5. 11. 오전 10:05:03,-,323000,CARD,-293000,-,-,-293000
150072,1585343,PAYMENT,5440,206185,FASTCAMPUS,올인원,데이터 사이언스,초격차 패키지 : 한 번에 끝내는 머신러닝과 데이터분석 A-Z,2022. 1. 11. 오후 1:01:38,[WELCOME] 처음이라면 누구나 데이터사이언스 5만원 할인,241000,CARD,191000,50000,191000,-
59990,2079451,PAYMENT,5440,202612,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 김기현의 딥러닝을 활용한 자연어처리 입문,2022. 8. 23. 오후 3:08:17,-,519500,POINT,519500,-,519500,-
77580,1983672,PAYMENT,5440,205816,FASTCAMPUS,올인원,데이터 사이언스,올인원 패키지 : 강필성의 머신러닝 아카데미,2022. 7. 13. 오후 10:07:36,-,337000,CARD,337000,-,337000,-
138900,1647725,PAYMENT,5440,207884,FASTCAMPUS,올인원,일러스트,올인원 패키지 : 블리자드 아티스트의 게임 일러스트 빛과 색,2022. 2. 6. 오후 3:02:14,-,179000,CARD,179000,-,179000,-
