,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
5599,2372289,PAYMENT,71568,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 16:12:44,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,21
5639,2372085,PAYMENT,28506,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 15:12:18,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,21
5687,2371896,PAYMENT,34704,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 15:12:21,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,21
5689,2371892,PAYMENT,59379,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 15:12:22,-,167000,CARD,167000,-,167000,-,12,21
5701,2371854,PAYMENT,92687,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 15:12:49,-,167000,CARD,167000,-,167000,-,12,21
5759,2371546,PAYMENT,89030,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 13:12:01,-,167000,CARD,167000,-,167000,-,12,21
5789,2371425,PAYMENT,97823,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 13:12:39,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,21
5925,2370679,PAYMENT,45399,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-21 09:12:51,-,167000,CARD,167000,-,167000,-,12,21
6148,2368771,PAYMENT,71764,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 17:12:05,-,167000,CARD,167000,-,167000,-,12,20
6184,2368512,REFUND,88119,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 16:12:00,-,167000,POINT,-137000,-,-,-137000,12,20
6258,2368141,PAYMENT,25792,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 15:12:42,-,167000,CARD,167000,-,167000,-,12,20
6278,2367990,PAYMENT,26600,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 14:12:46,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,20
6303,2367839,PAYMENT,59688,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 14:12:33,-,167000,CARD,167000,-,167000,-,12,20
6392,2367237,PAYMENT,13443,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 10:12:18,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,20
6460,2366907,PAYMENT,43646,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 08:12:44,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,20
6484,2366698,PAYMENT,27874,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-20 03:12:57,-,167000,CARD,167000,-,167000,-,12,20
6557,2366021,PAYMENT,98790,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 22:12:42,[WELCOME] 업무생산성 3만원할인,167000,POINT,137000,30000,137000,-,12,19
6750,2364632,PAYMENT,23647,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 16:12:32,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,19
6909,2363616,PAYMENT,54585,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 11:12:43,[100% 쿠폰] 디마즈 1기 강의 100% 수강권,167000,PROMOTION,0,167000,0,-,12,19
6986,2363297,PAYMENT,46941,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 10:12:36,-,167000,CARD,167000,-,167000,-,12,19
7009,2363241,PAYMENT,92276,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 09:12:27,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,19
7016,2363231,REFUND,52732,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 09:12:42,-,167000,CARD,-167000,-,-,-167000,12,19
7017,2363230,REFUND,40169,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 09:12:13,-,167000,CARD,-137000,-,-,-137000,12,19
7019,2363222,REFUND,35271,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-19 09:12:11,-,167000,CARD,-137000,-,-,-137000,12,19
7085,2362827,PAYMENT,58282,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 23:12:08,-,167000,CARD,167000,-,167000,-,12,18
7112,2362758,PAYMENT,66565,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 23:12:51,-,167000,CARD,167000,-,167000,-,12,18
7163,2362528,PAYMENT,8240,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 23:12:11,-,167000,CARD,167000,-,167000,-,12,18
7282,2361956,PAYMENT,46068,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 21:12:09,[WELCOME] 업무생산성 3만원할인,167000,TRANS,137000,30000,137000,-,12,18
7323,2361752,PAYMENT,25888,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 20:12:07,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,18
7394,2361376,PAYMENT,72232,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 18:12:45,-,167000,CARD,167000,-,167000,-,12,18
7419,2361223,PAYMENT,67127,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 17:12:18,-,167000,POINT,167000,-,167000,-,12,18
7437,2361139,PAYMENT,39048,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 17:12:49,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,18
7448,2361061,PAYMENT,90509,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 16:12:05,[WELCOME] 업무생산성 3만원할인,167000,POINT,137000,30000,137000,-,12,18
7479,2360804,PAYMENT,16241,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-18 14:12:25,[WELCOME] 업무생산성 3만원할인,167000,POINT,137000,30000,137000,-,12,18
7758,2358256,PAYMENT,41072,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-17 13:12:28,[WELCOME] 업무생산성 3만원할인,167000,POINT,137000,30000,137000,-,12,17
7777,2358044,PAYMENT,1043,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-17 11:12:28,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,17
7813,2357466,PAYMENT,7732,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-17 01:12:40,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,17
7818,2357411,PAYMENT,43224,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-17 00:12:07,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,17
7924,2356147,PAYMENT,50949,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-16 16:12:20,-,167000,CARD,167000,-,167000,-,12,16
7938,2355994,PAYMENT,8921,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-16 16:12:11,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,16
7972,2355736,PAYMENT,82425,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-16 15:12:55,-,167000,CARD,167000,-,167000,-,12,16
8009,2355390,PAYMENT,86703,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-16 14:12:38,[WELCOME] 업무생산성 3만원할인,167000,POINT,137000,30000,137000,-,12,16
8026,2355220,PAYMENT,79631,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-16 13:12:35,-,167000,CARD,167000,-,167000,-,12,16
8091,2354523,PAYMENT,83878,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-16 10:12:41,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,16
8233,2352653,PAYMENT,29345,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 20:12:11,-,167000,CARD,167000,-,167000,-,12,15
8260,2352245,PAYMENT,94155,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 19:12:16,-,167000,CARD,167000,-,167000,-,12,15
8266,2352055,PAYMENT,81980,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 18:12:03,-,167000,CARD,167000,-,167000,-,12,15
8354,2350598,PAYMENT,55150,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 14:12:09,-,167000,CARD,167000,-,167000,-,12,15
8407,2350032,REFUND,94451,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 11:12:14,-,167000,CARD,-111333,-,-,-111333,12,15
8475,2349562,PAYMENT,94027,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 08:12:43,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,15
8503,2349203,PAYMENT,78141,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 01:12:07,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,15
8509,2349126,PAYMENT,58080,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-15 00:12:41,-,167000,CARD,167000,-,167000,-,12,15
8585,2347875,PAYMENT,22409,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-14 18:12:03,-,167000,POINT,167000,-,167000,-,12,14
8818,2345979,PAYMENT,18897,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-14 08:12:11,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,14
8830,2345939,PAYMENT,53082,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-14 08:12:33,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,14
8930,2345521,PAYMENT,45376,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 22:12:14,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,CARD,8000,159000,8000,-,12,13
8956,2345433,PAYMENT,24343,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 22:12:41,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,POINT,8000,159000,8000,-,12,13
8979,2345374,PAYMENT,70993,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 21:12:26,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,TRANS,8000,159000,8000,-,12,13
8980,2345370,PAYMENT,93614,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 21:12:55,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,CARD,9000,158000,9000,-,12,13
9025,2345204,PAYMENT,61366,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 20:12:15,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,181000,0,-,12,13
9077,2345024,PAYMENT,98669,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 18:12:13,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,181000,0,-,12,13
9103,2344926,PAYMENT,55605,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 17:12:36,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,212000,0,-,12,13
9155,2344778,PAYMENT,51455,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 16:12:34,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,POINT,8000,159000,8000,-,12,13
9537,2343540,PAYMENT,58009,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-13 08:12:07,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,330000,0,-,12,13
9732,2342552,PAYMENT,70016,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 18:12:48,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,12
9779,2342338,PAYMENT,89709,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 17:12:00,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,CARD,2000,165000,2000,-,12,12
9785,2342308,PAYMENT,99526,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 17:12:38,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,12
9824,2342114,PAYMENT,77758,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 16:12:24,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,313000,0,-,12,12
9872,2341900,PAYMENT,21718,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 14:12:51,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,174000,0,-,12,12
9945,2341515,REFUND,56583,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 13:12:17,-,167000,TRANS,-167000,-,-,-167000,12,12
9955,2341457,PAYMENT,1555,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 13:12:13,[WELCOME] 업무생산성 3만원할인,167000,TRANS,137000,30000,137000,-,12,12
9998,2341280,PAYMENT,44908,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 11:12:26,[WELCOME] 업무생산성 3만원할인,167000,CARD,137000,30000,137000,-,12,12
10152,2340896,PAYMENT,62446,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 07:12:14,-,167000,CARD,167000,-,167000,-,12,12
10188,2340696,PAYMENT,97489,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-12 00:12:06,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,169000,0,-,12,12
10401,2340297,PAYMENT,14561,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 22:12:32,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,313000,0,-,12,11
10504,2340096,PAYMENT,33971,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 21:12:30,-,167000,CARD,167000,-,167000,-,12,11
10661,2339780,PAYMENT,62950,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 20:12:10,-,167000,POINT,167000,-,167000,-,12,11
10705,2339672,PAYMENT,77208,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 19:12:24,[6시간 쿠폰] 온라인 강의 30% 할인권(~12/11),167000,CARD,116900,50100,116900,-,12,11
10802,2339430,PAYMENT,98538,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 18:12:00,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,178000,0,-,12,11
10813,2339398,PAYMENT,45212,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 18:12:16,-,167000,CARD,167000,-,167000,-,12,11
10956,2339058,PAYMENT,64068,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 15:12:56,-,167000,POINT,167000,-,167000,-,12,11
11069,2338723,PAYMENT,20342,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 11:12:57,-,167000,TRANS,167000,-,167000,-,12,11
11100,2338621,PAYMENT,86829,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-11 10:12:03,-,167000,POINT,167000,-,167000,-,12,11
11316,2337724,PAYMENT,18632,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-10 19:12:13,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,POINT,34000,133000,34000,-,12,10
11396,2337436,PAYMENT,26927,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-10 15:12:14,[VIP] 온라인 강의 5만원 할인 쿠폰,167000,CARD,117000,50000,117000,-,12,10
11410,2337376,PAYMENT,56441,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-10 15:12:43,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,CARD,18000,149000,18000,-,12,10
11508,2336972,PAYMENT,68921,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-10 09:12:28,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,POINT,8000,159000,8000,-,12,10
11523,2336910,PAYMENT,39733,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-10 08:12:22,[증정] 온라인강의 결제 금액과 동일한 100% 페이백 쿠폰,167000,PROMOTION,0,169000,0,-,12,10
11554,2336772,PAYMENT,79009,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-10 03:12:27,-,167000,TRANS,167000,-,167000,-,12,10
11557,2336757,PAYMENT,17855,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-10 03:12:11,-,167000,POINT,167000,-,167000,-,12,10
11675,2336410,PAYMENT,44698,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-12-09 22:12:01,[프로모션] 11월 1+1 쿠폰 이벤트,167000,PROMOTION,0,215000,0,-,12,9
